date,temp_max,temp_min,precipitation,windspeed
2025-06-30,31.4,18.0,2.7,21.8
2025-07-01,27.3,22.1,4.3,19.6
2025-07-02,28.0,18.4,0.1,18.1
2025-07-03,25.6,19.0,4.7,27.4
2025-07-04,24.8,15.1,0.0,17.4
2025-07-05,32.5,16.2,0.2,18.2
2025-07-06,34.0,23.4,0.0,21.9
2025-07-07,31.5,21.4,2.9,22.2
2025-07-08,23.9,19.2,0.0,11.2
2025-07-09,26.5,19.5,1.2,8.7
2025-07-10,28.3,18.7,0.6,12.6
2025-07-11,29.6,20.2,0.1,11.7
2025-07-12,33.0,22.2,2.4,15.5
2025-07-13,31.0,24.0,3.4,20.7
2025-07-14,27.4,21.4,0.2,10.7
2025-07-15,29.6,19.9,0.4,11.7
2025-07-16,31.2,20.9,3.2,14.8
2025-07-17,28.7,19.4,2.5,38.0
2025-07-18,22.5,16.2,0.0,21.9
2025-07-19,28.6,14.8,0.0,13.3
2025-07-20,25.8,19.9,3.1,21.8
2025-07-21,21.9,18.1,0.0,18.5
2025-07-22,23.5,15.6,0.0,17.9
2025-07-23,30.0,14.4,0.0,13.9
2025-07-24,34.7,22.4,0.0,21.1
2025-07-25,28.9,23.9,1.0,21.5
2025-07-26,31.8,20.4,6.5,14.7
2025-07-27,29.9,22.2,7.4,22.1
2025-07-28,32.1,20.9,0.0,17.2
2025-07-29,29.7,22.5,0.0,16.9
2025-07-30,29.5,21.4,0.0,23.6
2025-07-31,23.9,18.8,2.3,22.0
2025-08-01,22.0,17.9,0.1,15.3
2025-08-02,25.5,14.3,0.0,16.0
2025-08-03,28.2,16.1,0.0,15.4
2025-08-04,27.6,17.4,0.0,12.2
2025-08-05,26.4,18.5,0.0,15.2
2025-08-06,29.0,19.0,5.6,12.8
2025-08-07,28.5,19.0,0.0,15.9
2025-08-08,29.6,19.5,0.1,16.5
2025-08-09,31.3,20.8,0.0,17.1
2025-08-10,32.5,22.0,0.0,16.0
2025-08-11,32.8,21.6,0.0,19.0
2025-08-12,33.4,22.9,1.7,16.5
2025-08-13,27.6,22.8,7.5,15.4
2025-08-14,24.9,21.2,0.0,14.4
2025-08-15,26.9,18.9,0.0,17.2
2025-08-16,28.9,20.2,0.0,12.3
2025-08-17,26.2,18.3,1.2,25.5
2025-08-18,19.6,16.0,0.0,20.3
2025-08-19,27.8,14.9,2.4,16.9
2025-08-20,21.2,16.1,8.7,18.6
2025-08-21,20.4,15.8,0.1,13.6
2025-08-22,25.2,15.9,0.0,11.4
2025-08-23,27.6,18.0,0.8,18.6
2025-08-24,23.9,18.6,12.4,16.8
2025-08-25,22.4,15.6,2.8,20.7
2025-08-26,20.8,13.6,1.7,22.4
2025-08-27,19.9,12.2,2.8,20.5
2025-08-28,22.9,14.1,7.6,23.9
2025-08-29,17.3,12.6,1.1,20.8
2025-08-30,19.2,11.2,0.0,18.3
2025-08-31,21.7,11.6,0.0,12.0
2025-09-01,22.3,11.2,0.0,10.8
2025-09-02,24.8,13.8,0.0,13.0
2025-09-03,26.8,14.3,0.0,17.7
2025-09-04,23.0,14.3,7.5,25.0
2025-09-05,25.0,11.9,0.7,28.6
2025-09-06,19.6,14.1,2.0,11.5
2025-09-07,18.5,12.9,0.1,20.7
2025-09-08,19.4,10.4,0.0,14.4
2025-09-09,23.4,9.5,0.0,14.2
2025-09-10,23.5,13.2,0.0,16.3
2025-09-11,22.5,13.0,0.0,11.7
2025-09-12,23.0,13.6,0.2,11.9
2025-09-13,23.8,14.1,0.0,12.2
2025-09-14,21.9,16.1,0.1,13.0
2025-09-15,20.9,14.7,0.0,13.0
2025-09-16,22.1,13.3,0.0,13.0
2025-09-17,24.4,13.8,0.0,12.6
2025-09-18,27.0,13.4,0.1,17.0
2025-09-19,19.9,14.6,0.0,14.3
2025-09-20,17.8,12.6,0.0,17.1
2025-09-21,28.4,12.1,0.1,22.3
2025-09-22,26.8,18.6,3.1,23.1
2025-09-23,23.0,18.0,7.7,14.5
2025-09-24,22.6,15.9,8.7,15.4
2025-09-25,20.5,17.8,6.5,11.9
2025-09-26,21.8,16.4,0.5,15.2
2025-09-27,24.7,15.0,0.0,12.3
2025-09-28,22.5,16.2,0.0,16.3
2025-09-29,22.3,11.4,0.0,9.7
2025-09-30,18.6,12.6,0.0,21.4
2025-10-01,15.1,11.6,0.0,18.8
2025-10-02,20.1,6.7,0.0,14.3
2025-10-03,22.8,11.6,0.0,19.2
2025-10-04,26.4,12.8,0.0,13.9
2025-10-05,27.7,14.4,0.0,15.8
2025-10-06,27.4,15.4,0.0,18.7
2025-10-07,21.8,15.6,13.9,21.1
2025-10-08,15.4,10.8,3.0,22.1
2025-10-09,10.6,5.3,0.0,17.7
2025-10-10,17.6,2.5,0.0,21.9
2025-10-11,15.4,10.2,0.7,19.1
2025-10-12,18.0,10.6,0.2,17.6
2025-10-13,15.1,11.6,0.7,16.8
2025-10-14,17.9,12.2,0.0,16.7
2025-10-15,13.5,8.4,0.0,17.7
2025-10-16,11.6,6.6,0.0,18.7
2025-10-17,11.6,3.8,2.1,12.2
2025-10-18,20.0,8.7,0.2,21.8
2025-10-19,22.6,15.4,4.2,31.8
2025-10-20,15.0,9.8,12.0,32.7
2025-10-21,15.4,6.1,0.0,18.7
2025-10-22,11.6,7.4,5.0,29.2
2025-10-23,11.9,6.7,1.9,23.2
2025-10-24,9.9,6.0,1.2,21.2
2025-10-25,10.6,4.6,0.6,13.1
2025-10-26,8.6,3.5,0.0,10.1
2025-10-27,9.2,0.5,0.0,13.7
2025-10-28,10.5,2.2,0.0,17.6
2025-10-29,11.6,1.7,0.0,13.7
2025-10-30,9.6,5.4,24.9,27.8
2025-10-31,8.7,5.8,10.8,40.5
2025-11-01,8.9,5.2,0.7,27.1
2025-11-02,10.9,1.4,0.0,11.4
2025-11-03,10.9,5.9,1.4,34.6
2025-11-04,13.1,6.2,0.0,27.5
2025-11-05,14.8,4.8,3.2,35.3
2025-11-06,6.2,2.5,2.1,26.7
2025-11-07,13.6,1.5,1.2,27.6
2025-11-08,10.8,4.9,0.0,21.5
2025-11-09,4.9,1.0,11.0,26.0
2025-11-10,0.8,-2.2,4.9,18.0
2025-11-11,1.5,-2.9,2.9,25.8
2025-11-12,6.2,0.5,2.5,25.0
2025-11-13,6.8,2.5,6.8,24.8
2025-11-14,8.3,1.2,4.7,17.3
2025-11-15,12.8,-0.3,11.0,27.3
2025-11-16,11.8,0.6,8.1,34.8
2025-11-17,2.9,-0.2,2.2,31.3
2025-11-18,4.9,-0.6,0.1,18.3
2025-11-19,4.6,-2.2,0.0,9.6
2025-11-20,6.9,-2.2,0.0,9.0
2025-11-21,9.9,1.0,1.0,23.1
2025-11-22,6.2,1.8,0.0,13.1
2025-11-23,7.3,0.2,5.2,24.6
2025-11-24,8.4,2.0,0.5,26.3
2025-11-25,12.2,5.8,8.0,19.8
2025-11-26,14.6,3.5,4.3,31.0
2025-11-27,3.4,0.2,0.6,29.6
2025-11-28,0.9,-1.0,3.8,35.2
2025-11-29,0.5,-2.6,0.3,25.3
2025-11-30,3.4,-1.5,4.9,31.2
2025-12-01,1.5,-5.5,0.2,31.9
2025-12-02,0.1,-4.5,7.4,20.0
2025-12-03,0.9,-6.7,0.0,22.6
2025-12-04,-0.4,-8.1,3.4,31.9
2025-12-05,-3.6,-12.2,0.0,16.0
2025-12-06,0.8,-4.8,0.7,22.2
2025-12-07,-0.1,-3.7,1.6,22.3
2025-12-08,-3.7,-8.6,0.1,29.1
2025-12-09,0.6,-12.6,1.4,25.8
2025-12-10,2.8,-0.9,9.7,29.6
2025-12-11,-2.0,-7.4,4.4,31.3
2025-12-12,-2.0,-8.1,0.2,24.6
2025-12-13,-0.6,-5.9,0.9,21.7
2025-12-14,-6.8,-10.9,0.2,27.1
2025-12-15,-3.7,-10.4,1.0,25.7
2025-12-16,-2.5,-7.4,0.0,21.6
2025-12-17,5.3,-1.5,0.0,30.2
2025-12-18,11.1,-0.4,0.0,31.4
2025-12-19,11.3,-4.1,9.0,43.4
2025-12-20,6.8,-3.8,0.8,33.5
2025-12-21,5.5,-4.2,0.5,34.6
2025-12-22,3.7,-5.0,0.1,22.0
2025-12-23,4.4,0.2,6.7,27.5
2025-12-24,4.1,-2.2,0.0,30.7
2025-12-25,2.8,-5.2,0.0,23.6
2025-12-26,-2.2,-8.2,13.4,25.7
2025-12-27,-1.6,-5.4,0.5,22.4
2025-12-28,5.0,-5.9,27.3,17.6
2025-12-29,9.4,-6.1,8.2,46.8
2025-12-30,-4.6,-7.6,2.9,36.8
2025-12-31,-3.5,-6.4,6.4,30.6
2026-01-01,-5.2,-10.4,1.6,30.7
